student_id,enrolment,works,logins_w1_4,submissions_w1_4,EE,ES,SE,SS,p_ES_w1_4,sheets_on_time_w1_4,sheets_semester,midterm,exam,no_show,passed,last_active_week,skill,commitment
279,first,0,18,11,3,2,1,1,0.4,1,1,3.0,,1,0,8,-1.372,-1.14
280,first,1,7,40,11,7,3,6,0.3889,3,12,6.5,9.0,0,1,13,0.5909,0.7002
281,repeat,0,4,17,0,0,0,8,,2,4,4.0,5.5,0,1,13,0.0955,-1.5102
282,first,0,25,44,10,8,6,7,0.4444,3,11,5.5,6.5,0,1,13,0.0739,-0.294
283,first,1,6,20,7,3,1,4,0.3,1,7,4.5,4.0,0,0,13,-0.6364,1.0694
284,first,0,16,42,1,11,5,10,0.9167,3,11,5.5,6.0,0,1,13,0.425,-0.5537
285,repeat,0,1,47,18,5,5,4,0.2174,3,4,0.0,,1,0,8,-2.0678,-1.9607
286,first,0,15,40,6,7,2,12,0.5385,3,7,,5.0,0,1,13,-0.2355,0.2004
287,first,0,19,38,8,6,2,7,0.4286,3,9,4.5,7.0,0,1,13,0.3248,-0.5535
288,repeat,0,8,0,0,0,0,0,,0,2,6.5,,1,0,13,0.7878,-2.4732
289,first,0,17,54,13,7,5,15,0.35,3,6,2.0,,1,0,9,-1.2616,-0.805
290,first,1,9,39,15,8,2,1,0.3478,3,8,2.0,4.5,0,0,13,-0.5021,-0.5
291,repeat,1,4,37,10,3,4,10,0.2308,2,8,5.0,,1,0,9,-0.8655,0.5317
292,first,1,10,16,2,3,1,5,0.6,1,11,,7.0,0,1,13,0.3295,0.9344
293,repeat,0,10,40,5,6,2,13,0.5455,3,9,2.5,,1,0,13,-0.1152,-0.959
294,repeat,0,3,14,7,2,1,0,0.2222,1,8,3.5,5.5,0,1,13,-0.0979,-0.4034
295,first,0,8,9,1,1,0,3,,1,1,,,1,0,2,0.9506,-1.2356
296,repeat,0,2,0,0,0,0,0,,0,7,4.5,2.5,0,0,13,-0.4105,-0.8924
297,first,0,9,56,12,11,7,7,0.4783,4,10,6.0,8.0,0,1,13,-0.0062,0.6598
298,repeat,0,4,53,18,10,6,4,0.3571,3,7,4.0,,1,0,11,-0.7112,-1.2038
299,first,0,14,46,4,4,2,17,0.5,4,7,6.0,,1,0,13,0.8355,-1.0354
300,first,0,9,29,0,5,1,5,1.0,4,12,6.5,10.0,0,1,13,1.3099,0.6859
301,first,1,19,17,6,2,1,3,0.25,1,9,3.5,7.0,0,1,13,-0.3732,-0.2229
302,first,1,11,0,0,0,0,0,,0,12,8.0,8.5,0,1,13,0.9213,2.1416
303,first,1,18,19,1,2,0,6,,2,11,6.5,7.0,0,1,13,1.1089,-0.2405
304,first,0,18,16,2,4,2,1,0.6667,2,8,7.0,7.5,0,1,13,1.1636,-0.7303
305,repeat,0,8,34,6,3,0,10,0.3333,3,6,4.5,3.5,0,0,13,0.0134,-0.399
306,first,0,17,117,69,8,11,10,0.1039,4,7,2.0,3.0,0,0,13,-1.9099,-0.9707
307,repeat,0,7,0,0,0,0,0,,0,1,6.0,,1,0,8,0.5214,-3.0915
308,repeat,1,6,0,0,0,0,0,,0,0,6.5,,1,0,10,-0.1626,-1.922
309,repeat,0,5,31,7,5,1,4,0.4167,3,9,6.0,7.0,0,1,13,0.8873,-0.7175
310,repeat,0,1,137,104,3,5,7,0.028,4,6,1.5,2.0,0,0,13,-2.6317,0.2329
311,first,0,18,63,14,11,4,17,0.44,4,9,6.0,4.5,0,0,13,-0.1728,1.2922
312,first,0,20,35,2,7,1,6,0.7778,4,11,7.0,6.0,0,1,13,0.9057,1.2897
