student_id,enrolment,works,logins_w1_4,submissions_w1_4,EE,ES,SE,SS,p_ES_w1_4,sheets_on_time_w1_4,sheets_semester,midterm,exam,no_show,passed,last_active_week,skill,commitment
277,first,0,23,67,27,12,2,7,0.3077,4,9,4.0,3.0,0,0,13,-0.3553,0.4031
278,repeat,0,5,0,0,0,0,0,,0,1,,,1,0,13,-0.1598,-2.7992
279,repeat,0,8,17,3,2,1,3,0.4,2,4,6.0,,1,0,13,0.4004,-1.5259
280,first,1,21,75,42,10,6,8,0.1923,2,8,2.5,6.5,0,1,13,-1.2343,0.4712
281,first,0,17,18,4,4,0,0,0.5,2,7,5.5,5.0,0,1,13,0.1133,-0.9719
282,repeat,0,9,11,0,0,0,0,,3,10,9.0,10.0,0,1,13,2.0497,-0.6923
283,first,1,7,32,18,2,1,6,0.1,1,6,5.0,3.5,0,0,13,-0.3718,-0.6428
284,repeat,0,4,22,3,2,2,10,0.4,1,5,7.0,5.0,0,1,13,-0.0207,-1.6676
285,repeat,0,7,18,8,2,2,1,0.2,1,1,,,1,0,4,-1.5382,-1.1763
286,repeat,0,3,0,0,0,0,0,,0,1,,,1,0,8,-2.4613,-1.1601
287,first,0,19,16,0,3,2,2,,2,3,,,1,0,6,0.8105,-1.9078
288,first,1,11,0,0,0,0,0,,0,6,3.5,3.5,0,0,13,-1.5839,0.2107
289,first,0,13,59,9,11,6,15,0.55,4,8,4.5,5.5,0,1,13,-0.0374,0.3528
290,first,0,16,33,5,3,0,10,0.375,3,11,4.0,4.0,0,0,13,0.0924,0.3418
291,repeat,0,6,54,32,4,5,3,0.1111,2,4,0.0,1.5,0,0,13,-3.1267,-1.2431
292,repeat,0,7,0,0,0,0,0,,0,1,3.5,6.0,0,1,13,-0.9086,-2.2019
293,first,1,18,18,4,3,2,5,0.4286,1,8,6.5,5.5,0,1,13,-1.1184,-0.099
294,repeat,0,9,73,19,15,5,14,0.4412,4,9,,5.0,0,1,13,-0.4986,0.6963
295,repeat,0,9,30,2,5,0,6,0.7143,4,10,8.5,6.5,0,1,13,1.3264,-0.5156
296,first,0,13,52,10,10,6,13,0.5,3,3,,,1,0,4,-0.0876,0.1725
297,first,0,19,144,79,20,11,14,0.202,4,10,4.5,5.0,0,1,13,-1.1792,1.2452
298,first,1,26,26,12,1,1,3,0.0769,2,5,2.5,,1,0,13,-1.0286,-1.1128
