id,repeat,work,logins_w4,logins_sem,nsub_w4,nE_trans_w4,pES_w4,EE,ES,SE,SS,labs_w4,labs_sem,midterm,last_week,noshow,exam,passed,theta,commit
219,0,0,14,46,193,146,0.14383561643835616,125,21,12,15,4,9,3.5,13,0,3.5,0,-1.265366477478633,0.5668523133058194
220,1,0,8,22,41,14,0.5,7,7,4,10,3,8,4.0,13,1,,0,-0.268357957638202,-0.45267699252158744
221,1,0,3,10,0,0,,0,0,0,0,0,4,2.0,11,1,,0,-0.7192465999457216,-1.9192532700324043
222,0,1,15,43,0,0,,0,0,0,0,0,4,3.5,13,0,2.5,0,-1.2950666440552216,-0.15134196604491854
223,0,0,9,37,24,1,,0,1,1,3,4,11,10.0,13,0,10.0,1,3.4274978558078835,0.9341789121466203
224,0,1,25,53,0,0,,0,0,0,0,0,3,6.5,11,1,,0,0.9421955387647996,-1.7576206182519059
225,0,0,22,25,26,12,0.4166666666666667,7,5,2,2,2,3,,5,1,,0,-0.08306450549928379,-1.845327933131628
226,1,0,5,5,27,5,0.2,4,1,2,8,3,4,,5,1,,0,0.6526939097895474,-2.7030885740634263
227,0,0,15,45,20,3,,0,3,1,3,3,10,10.0,13,0,10.0,1,3.082159047877151,-0.12891806272310455
228,0,1,17,47,31,12,0.4166666666666667,7,5,3,11,1,7,2.0,13,0,4.5,0,-1.5708059586745968,0.3322898362546902
229,0,0,18,43,34,11,0.36363636363636365,7,4,2,6,3,11,6.5,13,0,9.0,1,1.1819829570131404,-0.34984846315136386
230,0,0,14,46,84,53,0.1509433962264151,45,8,7,10,3,7,2.5,13,1,,0,-1.2788826173970762,-0.3344130268384727
231,1,0,4,5,23,2,,1,1,0,4,4,5,,6,1,,0,1.3752356798611733,-1.344447457996166
232,0,0,22,56,34,13,0.46153846153846156,7,6,2,9,2,6,,13,0,4.5,0,-0.5870475264904677,-0.4323190914408759
233,0,0,8,28,71,54,0.09259259259259259,49,5,4,3,2,5,,13,0,0.0,0,-2.5159734781723317,-0.027875908728450614
234,0,0,10,45,27,4,0.75,1,3,1,5,4,12,9.0,13,0,10.0,1,1.8958370901271095,0.7996727464482642
235,0,0,25,80,141,93,0.22580645161290322,72,21,13,17,4,9,3.0,13,0,5.5,1,-0.8813499341644443,1.0478592002869576
236,0,0,16,32,65,30,0.5,15,15,7,11,4,6,3.5,8,1,,0,-0.4397740411451251,0.30681761925227197
237,1,0,6,12,25,9,0.5555555555555556,4,5,1,5,2,6,6.0,11,1,,0,0.8620687852708919,-1.5229638338687823
238,0,0,17,59,155,91,0.32967032967032966,61,30,16,29,4,9,4.0,13,0,5.5,1,-0.48672430030451663,1.2980128997013685
239,0,0,24,71,49,19,0.5789473684210527,8,11,1,11,4,12,7.0,13,0,9.5,1,0.351666521291772,1.4820754746651719
240,0,0,19,37,63,32,0.21875,25,7,4,16,3,7,6.0,10,1,,0,-1.1699040220443018,0.05418603666662072
241,0,0,11,38,37,9,0.8888888888888888,1,8,3,7,4,10,8.5,13,0,7.0,1,1.2358017102519183,2.0747588895874203
242,0,0,19,67,80,34,0.4117647058823529,20,14,5,23,4,11,7.0,13,0,9.5,1,0.0064153017682563275,1.7448483387854883
243,0,1,10,36,34,8,0.625,3,5,1,10,3,11,8.0,13,0,5.5,1,0.23716508345627565,0.1260862802890194
244,0,0,25,69,68,31,0.41935483870967744,18,13,7,14,4,10,6.5,13,0,5.5,1,0.05576996858075235,0.6702504856165361
245,0,0,21,32,56,28,0.32142857142857145,19,9,6,7,3,4,,6,1,,0,-0.7911340467638045,-1.0266623411871338
246,0,0,14,19,65,30,0.23333333333333334,23,7,9,14,3,4,,5,1,,0,-1.268284615285747,-1.7554658752040289
247,0,1,17,29,29,17,0.17647058823529413,14,3,3,0,2,5,,6,1,,0,-0.8692349633156843,-0.6705254859461521
248,0,0,16,59,39,11,0.45454545454545453,6,5,2,8,4,10,7.0,13,0,7.5,1,1.1158184297610259,0.2535924267079803
249,1,0,10,10,37,17,0.29411764705882354,12,5,4,2,3,3,,5,1,,0,-0.7886132919444766,-1.7003585933536618
250,0,1,5,5,20,8,0.5,4,4,1,1,2,3,,4,1,,0,0.3480352676327007,-1.1940756795679457
251,1,1,8,17,15,6,0.3333333333333333,4,2,1,3,1,8,3.0,13,0,7.0,1,-0.5330473061724348,0.1691046831570715
252,0,0,20,59,70,27,0.4074074074074074,16,11,8,17,4,12,7.0,13,0,6.0,1,-0.10936595791517661,-0.2080289693284543
253,1,0,2,12,19,6,0.6666666666666666,2,4,0,4,2,4,6.5,9,1,,0,0.26691391196981223,-1.8359453799756345
254,0,1,9,30,16,2,,0,2,0,5,2,6,7.5,13,0,9.5,1,1.2330190444768887,-0.6221987761273832
255,1,0,12,25,0,0,,0,0,0,0,0,1,7.0,9,1,,0,2.1400686424551836,-1.9768484643489952
256,0,0,6,28,68,29,0.3448275862068966,19,10,6,14,4,10,4.5,13,0,6.0,1,-0.1158650344325702,-0.17835181323040467
257,0,0,13,51,14,3,,1,2,0,2,2,8,7.5,13,0,8.5,1,1.4564847167315267,-0.4675889346069726
258,0,0,8,25,78,43,0.27906976744186046,31,12,8,12,4,8,3.5,13,0,5.0,1,-0.6365894087180978,-0.3010722674653692
259,0,0,35,94,59,18,0.6666666666666666,6,12,6,17,4,10,6.5,13,0,5.0,1,0.5855434223996392,-0.12172305781914958
260,0,0,24,72,67,24,0.625,9,15,8,16,4,8,6.0,13,0,5.5,1,-0.1475147577111868,-0.13683299444967176
261,0,0,19,19,10,1,,0,1,0,1,2,2,,3,1,,0,0.13877525538900853,-1.2248495038096092
262,1,0,9,23,7,2,,2,0,0,1,1,1,,13,1,,0,-0.9421617955273724,-2.566632513789089
263,0,0,13,20,93,62,0.16129032258064516,52,10,10,7,3,5,,7,1,,0,-1.6126328035396387,-0.35682604639097765
264,0,0,20,46,54,17,0.4117647058823529,10,7,3,15,4,12,5.5,13,0,5.0,1,0.22269747900051726,0.015388301225707954
265,1,0,7,9,39,15,0.26666666666666666,11,4,4,6,3,4,,6,1,,0,-0.3219656908977875,-1.927828951527308
266,0,1,14,39,79,44,0.1590909090909091,37,7,8,19,2,8,2.0,10,1,,0,-0.7264047217289745,0.1948337786361775
267,0,0,14,52,29,11,0.45454545454545453,6,5,1,3,3,6,6.5,13,0,7.0,1,1.2085998506024762,-1.0126006949716284
268,0,0,12,47,34,5,0.6,2,3,1,10,4,9,7.0,13,0,8.5,1,1.3470483402078937,-0.12480194676434728
269,1,0,8,8,52,21,0.5714285714285714,9,12,5,11,3,3,,3,1,,0,-0.19863177359420198,-0.5576573444491977
270,0,0,18,54,19,8,0.875,1,7,1,1,2,9,8.5,13,0,7.5,1,1.2644324120170911,-0.19520308799594335
271,0,1,17,53,0,0,,0,0,0,0,0,10,6.5,13,0,8.5,1,1.5313073668148516,-0.28544480213447454
272,0,1,13,38,0,0,,0,0,0,0,0,3,3.5,13,0,6.5,1,0.1506708115993848,-0.9101524889598123
273,0,0,18,45,102,56,0.3392857142857143,37,19,10,18,4,9,4.5,13,0,5.0,1,-0.4673913906762909,0.5641408047750945
274,0,0,15,41,67,33,0.3939393939393939,20,13,5,9,4,7,,13,0,7.5,1,-0.4724818477893214,-0.09092745325349152
275,0,0,16,63,103,50,0.32,34,16,11,23,4,11,6.5,13,0,4.5,0,-0.6740078634777668,1.4800055935430774
276,0,0,19,57,36,10,0.9,1,9,1,6,4,12,7.0,13,0,9.0,1,1.7405778903716058,0.9905108136117977
277,0,0,23,67,67,39,0.3076923076923077,27,12,2,7,4,9,4.0,13,0,3.0,0,-0.3553201708632865,0.40314866053700676
278,1,0,5,21,0,0,,0,0,0,0,0,1,,13,1,,0,-0.15978271587400528,-2.7992497967540855
279,1,0,8,16,17,5,0.4,3,2,1,3,2,4,6.0,13,1,,0,0.4003665621708999,-1.525925610830713
280,0,1,21,58,75,52,0.19230769230769232,42,10,6,8,2,8,2.5,13,0,6.5,1,-1.234257100046208,0.47121639892736933
281,0,0,17,49,18,8,0.5,4,4,0,0,2,7,5.5,13,0,5.0,1,0.11327182333384687,-0.9719073354104029
282,1,0,9,20,11,0,,0,0,0,0,3,10,9.0,13,0,10.0,1,2.049741142100836,-0.692311846917316
283,0,1,7,33,32,20,0.1,18,2,1,6,1,6,5.0,13,0,3.5,0,-0.371822860371203,-0.642759439528631
284,1,0,4,14,22,5,0.4,3,2,2,10,1,5,7.0,13,0,5.0,1,-0.020668922491445474,-1.667595575141933
285,1,0,7,7,18,10,0.2,8,2,2,1,1,1,,4,1,,0,-1.5382354555688658,-1.176327006487956
286,1,0,3,13,0,0,,0,0,0,0,0,1,,8,1,,0,-2.461325180233548,-1.1600749380030635
287,0,0,19,30,16,3,,0,3,2,2,2,3,,6,1,,0,0.810519238326042,-1.9077668201921163
288,0,1,11,40,0,0,,0,0,0,0,0,6,3.5,13,0,3.5,0,-1.5839264987953539,0.21072769472552777
289,0,0,13,49,59,20,0.55,9,11,6,15,4,8,4.5,13,0,5.5,1,-0.03743932860449427,0.3527737897514524
290,0,0,16,58,33,8,0.375,5,3,0,10,3,11,4.0,13,0,4.0,0,0.0924248890512435,0.34175273387526695
291,1,0,6,14,54,36,0.1111111111111111,32,4,5,3,2,4,0.0,13,0,1.5,0,-3.126732748157317,-1.243070267416979
292,1,0,7,28,0,0,,0,0,0,0,0,1,3.5,13,0,6.0,1,-0.9085875034493065,-2.2019343392042434
293,0,1,18,55,18,7,0.42857142857142855,4,3,2,5,1,8,6.5,13,0,5.5,1,-1.1184149745554024,-0.09900828746656688
294,1,0,9,18,73,34,0.4411764705882353,19,15,5,14,4,9,,13,0,5.0,1,-0.49859212684346177,0.6962822986412196
295,1,0,9,24,30,7,0.7142857142857143,2,5,0,6,4,10,8.5,13,0,6.5,1,1.3263655759549149,-0.5156147291130445
296,0,0,13,13,52,20,0.5,10,10,6,13,3,3,,4,1,,0,-0.08758213979844832,0.17252044951680018
297,0,0,19,51,144,99,0.20202020202020202,79,20,11,14,4,10,4.5,13,0,5.0,1,-1.1791836856820996,1.2451918568972837
298,0,1,26,70,26,13,0.07692307692307693,12,1,1,3,2,5,2.5,13,1,,0,-1.0286461105657325,-1.1127582489803767
