id,repeat,work,logins_w4,logins_sem,nsub_w4,nE_trans_w4,pES_w4,EE,ES,SE,SS,labs_w4,labs_sem,midterm,last_week,noshow,exam,passed,theta,commit
219,1,0,5,12,49,24,0.4166666666666667,14,10,5,6,3,9,,13,0,7.0,1,-0.03579330094575195,-0.951110926106085
220,1,1,3,9,9,2,,1,1,1,3,1,5,5.0,10,1,,0,-0.13829264049629092,-1.4683308560273247
221,0,0,12,44,52,27,0.4074074074074074,16,11,4,5,4,10,4.5,13,0,7.0,1,0.02482219058672965,0.07140521396295926
222,1,1,3,7,0,0,,0,0,0,0,0,5,4.0,13,0,5.0,1,-0.8526551488853082,-0.37579340502147895
223,1,0,6,17,12,4,0.75,1,3,2,2,1,1,4.0,13,0,6.0,1,0.25397811861858427,-2.1347729678358767
224,1,1,6,25,18,3,,0,3,1,4,2,6,6.5,13,0,6.0,1,0.7482910924092918,-0.3827908926625969
225,0,1,14,62,60,36,0.3333333333333333,24,12,6,9,2,8,4.5,13,0,4.5,0,-0.9036519350318079,1.661459769847289
226,0,0,16,59,42,16,0.6875,5,11,4,8,3,9,6.0,13,0,7.0,1,0.32213826041830684,-0.5948188848873104
227,1,1,4,4,0,0,,0,0,0,0,0,1,,4,1,,0,-1.0341593707614218,-1.8643992319368765
228,0,1,26,61,31,11,0.45454545454545453,6,5,1,5,3,10,7.0,13,0,9.0,1,0.900793529058623,0.5773302152630683
229,0,1,15,56,112,76,0.2236842105263158,59,17,11,10,3,8,1.0,13,0,2.0,0,-1.3238240106922659,0.5097820713891811
230,0,0,13,40,50,21,0.3333333333333333,14,7,3,16,2,6,5.5,13,0,4.5,0,-0.7342074453757375,-0.3257604768558475
231,0,0,10,25,17,0,,0,0,1,1,3,3,6.5,8,1,,0,1.545526535784454,-1.7719386100554924
232,0,0,10,44,0,0,,0,0,0,0,0,3,,13,1,,0,0.563905653956314,-1.8275847916101073
233,0,0,20,20,72,41,0.1951219512195122,33,8,4,13,3,3,,3,1,,0,-1.2649516015436955,-0.4035712404444072
234,0,0,6,19,52,20,0.55,9,11,4,14,3,8,,10,1,,0,0.6587771909745342,-1.21826781748015
235,1,0,5,13,38,21,0.14285714285714285,18,3,1,5,3,6,6.0,13,1,,0,-0.9742671398643095,-0.42733990369611363
236,0,0,13,67,45,10,0.9,1,9,5,12,4,10,5.0,13,0,7.0,1,0.9073185631606527,-0.13751838890022908
237,1,0,7,19,10,1,,0,1,0,4,1,4,3.5,13,0,6.5,1,0.7641868197596831,-2.0805910963010867
238,0,0,17,25,53,31,0.0967741935483871,28,3,4,4,3,5,1.5,8,1,,0,-1.5881994420622398,-1.571681712858316
239,0,0,19,56,53,17,0.47058823529411764,9,8,7,9,4,11,4.5,13,1,,0,0.21775984868935694,-0.11737620039428427
240,0,0,15,52,41,15,0.7333333333333333,4,11,2,10,3,10,8.0,13,0,7.0,1,0.5744078329624529,1.4579496151414344
241,0,0,16,31,7,3,,3,0,0,0,1,2,,7,1,,0,-1.1056161351386553,-3.1528248399200627
242,0,0,14,44,72,30,0.5,15,15,4,18,4,11,5.0,13,0,8.0,1,-0.07153644049812974,1.6768447219204856
243,0,0,7,24,70,41,0.17073170731707318,34,7,6,10,3,6,3.5,13,0,4.5,0,-1.742655914317887,-0.5116593187229417
244,1,0,2,4,11,1,,0,1,0,0,2,4,4.0,8,1,,0,0.9475802433438969,-1.5284737551576526
245,0,1,16,46,13,2,,1,1,1,1,2,9,6.0,13,0,7.0,1,1.1253369131060658,-0.2678269058752953
246,0,0,13,52,10,1,,1,0,1,3,1,4,4.0,13,0,5.0,1,-0.5797888774108035,-1.9135859941024802
247,0,0,14,45,73,52,0.07692307692307693,48,4,3,4,3,6,1.5,13,0,3.0,0,-2.079410073930403,-0.625839740665276
248,0,0,14,63,68,28,0.5,14,14,5,18,4,9,5.5,13,0,6.5,1,-0.44646284075619,1.197020284080771
249,0,0,10,26,7,1,,0,1,1,1,1,4,,13,1,,0,-0.7159987075782616,-2.787490056989055
250,1,0,12,27,21,7,0.2857142857142857,5,2,2,3,2,3,5.5,13,0,6.5,1,0.2712346535211579,-1.7859199882657204
251,1,0,3,13,27,8,0.625,3,5,3,1,3,5,6.5,13,0,4.5,0,0.4722688487887117,-1.28182693562342
252,0,0,14,18,82,47,0.2978723404255319,33,14,12,9,3,5,,6,1,,0,-1.297168666485442,-0.35992298906005316
253,0,1,6,32,40,18,0.5,9,9,4,9,2,12,4.0,13,0,6.0,1,-0.7136810864848935,1.408803402070048
254,1,1,7,33,9,3,,3,0,1,0,1,9,2.5,13,1,,0,-0.6128207181559078,-0.9225571023132302
255,0,0,9,27,41,20,0.4,12,8,5,7,2,5,4.5,11,1,,0,-0.1908751788285216,-0.22797505300883913
256,0,0,13,44,46,15,0.4666666666666667,8,7,2,10,4,8,3.5,13,0,7.0,1,0.10671307120968072,-0.8800934283763476
257,1,0,3,5,0,0,,0,0,0,0,0,1,,6,1,,0,1.0464862728472137,-2.1228997772200695
258,0,0,12,45,8,1,,0,1,1,2,1,5,6.0,13,0,6.5,1,0.036681856200229714,-0.21051513740740416
259,0,0,6,12,15,3,,2,1,1,2,2,2,2.5,8,1,,0,-0.7839816566751369,-2.654385573364757
260,0,0,5,27,35,8,0.875,1,7,2,7,4,11,8.5,13,0,8.0,1,1.4832580175595558,0.3794526506803082
261,0,1,15,37,93,63,0.2222222222222222,49,14,8,10,3,11,3.0,13,0,4.0,0,-1.1004040889218905,2.0417206156410854
262,0,1,14,20,13,3,,1,2,1,5,1,2,,6,1,,0,0.9207839845645079,-0.810355546495263
263,0,0,27,76,52,19,0.42105263157894735,11,8,3,15,3,10,6.0,13,0,8.0,1,0.40441140102706624,1.5455284632175008
264,0,0,17,55,10,0,,0,0,0,1,2,4,9.0,13,0,10.0,1,2.370363154261557,-1.2724108487250492
265,0,0,7,41,26,6,1.0,0,6,2,4,3,10,8.0,13,0,8.0,1,1.4097351081864458,1.2312106716196194
266,0,0,4,17,180,123,0.2032520325203252,98,25,13,25,4,9,1.5,13,0,5.0,1,-1.1865646395607374,1.374649727986524
267,0,1,26,60,0,0,,0,0,0,0,0,10,7.5,13,0,9.0,1,1.2458735180171718,0.617485818350864
268,0,1,17,60,37,16,0.1875,13,3,3,9,2,8,3.5,13,0,5.0,1,-0.6069249734524427,-0.055589168915966165
269,0,1,10,36,33,10,0.8,2,8,3,7,3,10,5.5,13,0,6.0,1,0.35723237490760357,0.7512727589685414
270,0,0,12,53,29,10,0.7,3,7,1,5,3,8,,13,0,10.0,1,1.0265354812284446,-0.2757698258835467
271,1,0,4,9,12,3,,1,2,0,1,2,4,,7,1,,0,-0.4256524634063653,-0.9645669353362087
272,0,0,11,39,69,30,0.5,15,15,5,16,4,7,5.5,13,0,6.0,1,-0.18231203892661127,0.40575837607177406
273,0,0,21,62,69,38,0.2631578947368421,28,10,3,13,3,9,4.0,13,0,4.5,0,-0.3290884313065522,0.8641989361968679
274,0,0,19,75,44,18,0.7222222222222222,5,13,2,5,4,12,8.0,13,0,9.0,1,0.9207914289398709,1.9143931599856967
275,0,0,9,51,33,8,0.625,3,5,0,6,4,12,,13,1,,0,0.9399578313390339,-1.028781132143499
276,1,0,8,23,128,89,0.24719101123595505,67,22,11,10,4,10,4.0,13,0,5.5,1,-0.6592343260649212,1.5268851318099965
277,1,1,8,17,0,0,,0,0,0,0,0,7,4.5,13,0,8.5,1,0.45826010885858276,-0.10046130302410994
278,1,1,5,10,0,0,,0,0,0,0,0,0,,7,1,,0,-0.6089601959107471,-2.9856982792405513
279,0,0,18,38,11,5,0.4,3,2,1,1,1,1,3.0,8,1,,0,-1.372017821454901,-1.139968384837426
280,0,1,7,27,40,18,0.3888888888888889,11,7,3,6,3,12,6.5,13,0,9.0,1,0.5909220574342586,0.7001579716876957
281,1,0,4,15,17,0,,0,0,0,8,2,4,4.0,13,0,5.5,1,0.09545661119386345,-1.5101565459469195
282,0,0,25,67,44,18,0.4444444444444444,10,8,6,7,3,11,5.5,13,0,6.5,1,0.07387793127392027,-0.294006905413046
283,0,1,6,26,20,10,0.3,7,3,1,4,1,7,4.5,13,0,4.0,0,-0.6364319263786969,1.0693575556183519
284,0,0,16,43,42,12,0.9166666666666666,1,11,5,10,3,11,5.5,13,0,6.0,1,0.4249964378666137,-0.5536649878103265
285,1,0,1,9,47,23,0.21739130434782608,18,5,5,4,3,4,0.0,8,1,,0,-2.067835159697281,-1.960662512688828
286,0,0,15,62,40,13,0.5384615384615384,6,7,2,12,3,7,,13,0,5.0,1,-0.2355116504545007,0.20041660518123214
287,0,0,19,52,38,14,0.42857142857142855,8,6,2,7,3,9,4.5,13,0,7.0,1,0.32480810498505247,-0.5534677931573474
288,1,0,8,14,0,0,,0,0,0,0,0,2,6.5,13,1,,0,0.7878238112156812,-2.473152446590029
289,0,0,17,26,54,20,0.35,13,7,5,15,3,6,2.0,9,1,,0,-1.261585830786782,-0.8049696742164806
290,0,1,9,43,39,23,0.34782608695652173,15,8,2,1,3,8,2.0,13,0,4.5,0,-0.5020569211201923,-0.49995674136679585
291,1,1,4,12,37,13,0.23076923076923078,10,3,4,10,2,8,5.0,9,1,,0,-0.8654817505018948,0.5316855077333178
292,0,1,10,39,16,5,0.6,2,3,1,5,1,11,,13,0,7.0,1,0.3295285792297894,0.9344323457811577
293,1,0,10,16,40,11,0.5454545454545454,5,6,2,13,3,9,2.5,13,1,,0,-0.11520069776549294,-0.9589806310595035
294,1,0,3,9,14,9,0.2222222222222222,7,2,1,0,1,8,3.5,13,0,5.5,1,-0.09790642356935286,-0.4034440991252076
295,0,0,8,8,9,2,,1,1,0,3,1,1,,2,1,,0,0.9506362444984958,-1.235588991517646
296,1,0,2,13,0,0,,0,0,0,0,0,7,4.5,13,0,2.5,0,-0.4105106475035105,-0.8923527113542788
297,0,0,9,45,56,23,0.4782608695652174,12,11,7,7,4,10,6.0,13,0,8.0,1,-0.0061772376879072385,0.659815040481467
298,1,0,4,16,53,28,0.35714285714285715,18,10,6,4,3,7,4.0,11,1,,0,-0.7112150556350972,-1.2038319469333292
299,0,0,14,45,46,8,0.5,4,4,2,17,4,7,6.0,13,1,,0,0.8355271224071191,-1.0353848545457094
300,0,0,9,39,29,5,1.0,0,5,1,5,4,12,6.5,13,0,10.0,1,1.3098947665971286,0.6859126096983001
301,0,1,19,59,17,8,0.25,6,2,1,3,1,9,3.5,13,0,7.0,1,-0.3732278163678764,-0.2229008522695857
302,0,1,11,49,0,0,,0,0,0,0,0,12,8.0,13,0,8.5,1,0.9213362899237802,2.1415620009850005
303,0,1,18,76,19,3,,1,2,0,6,2,11,6.5,13,0,7.0,1,1.1089151463445492,-0.24046281773377892
304,0,0,18,70,16,6,0.6666666666666666,2,4,2,1,2,8,7.0,13,0,7.5,1,1.163556767870401,-0.7303388484675994
305,1,0,8,18,34,9,0.3333333333333333,6,3,0,10,3,6,4.5,13,0,3.5,0,0.01343301697834548,-0.39900991292772325
306,0,0,17,45,117,77,0.1038961038961039,69,8,11,10,4,7,2.0,13,0,3.0,0,-1.9098803869459022,-0.9707301251067464
307,1,0,7,15,0,0,,0,0,0,0,0,1,6.0,8,1,,0,0.5214321246337015,-3.091544062283474
308,1,1,6,13,0,0,,0,0,0,0,0,0,6.5,10,1,,0,-0.16263041269780248,-1.9219693299577916
309,1,0,5,21,31,12,0.4166666666666667,7,5,1,4,3,9,6.0,13,0,7.0,1,0.8873259687190096,-0.7175455231347218
310,1,0,1,12,137,107,0.028037383177570093,104,3,5,7,4,6,1.5,13,0,2.0,0,-2.631655818884164,0.23293424407435515
311,0,0,18,55,63,25,0.44,14,11,4,17,4,9,6.0,13,0,4.5,0,-0.17283334314927357,1.292186993278653
312,0,0,20,63,35,9,0.7777777777777778,2,7,1,6,4,11,7.0,13,0,6.0,1,0.9057472354877846,1.2896841539685122
